TRI_FACILITY_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,LATITUDE,LONGITUDE,CHEMICAL
35630RDYSF700SW,HILLSHIRE BRANDS CO FLORENCE ALABAMA,700 S WOOD AVE,FLORENCE,LAUDERDALE,AL,35630,34.795775,-87.669894,NITRATE COMPOUNDS
35208NDLCH1125R,INDUSTRIAL CHEMICALS INC,1125 ROBERTS INDUSTRIAL DR,BIRMINGHAM,JEFFERSON,AL,352081224,33.517778,-86.87,DIETHANOLAMINE
35208NDLCH1125R,INDUSTRIAL CHEMICALS INC,1125 ROBERTS INDUSTRIAL DR,BIRMINGHAM,JEFFERSON,AL,352081224,33.517778,-86.87,ETHYLENE GLYCOL
35035CHBPRHIGHW,CAHABA TIMBER CO,12755 MONTEVALLO RD,BRIERFIELD,BIBB,AL,35035,33.035995,-86.973577,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)
36345CLMBYRTE2B,RED STAR YEAST LLC,13211 US HWY 431 S,HEADLAND,HENRY,AL,36345,31.40119,-85.32326,AMMONIA
35040BLCRC8039H,ARGOS CEMENT LLC - ROBERTA PLANT,8039 HWY 25 W,CALERA,SHELBY,AL,35040,33.1043,-86.7985,LEAD COMPOUNDS
36027CRBCR36ARC,CARBO CERAMICS INC - EUFAULA FACILITY,36 ARCH DR,EUFAULA,BARBOUR,AL,36027,31.876968,-85.156059,AMMONIA
35490MRCDS1MERC,MERCEDES-BENZ US INTERNATIONAL INC,1 MERCEDES DR,VANCE,TUSCALOOSA,AL,354909310,33.18936,-87.26062,XYLENE (MIXED ISOMERS)
35490MRCDS1MERC,MERCEDES-BENZ US INTERNATIONAL INC,1 MERCEDES DR,VANCE,TUSCALOOSA,AL,354909310,33.18936,-87.26062,CERTAIN GLYCOL ETHERS
35616LRCHNHIGHW,CHEROKEE NITROGEN LLC,1080 INDUSTRIAL DR,CHEROKEE,COLBERT,AL,35616,34.805,-87.936944,CHLORINE
35653GLDNPCOUNT,PILGRIM'S PRIDE PROCESSING PLANT,2045 COUNTY RD 244,RUSSELLVILLE,FRANKLIN,AL,35653,34.462594,-87.66955,NITRATE COMPOUNDS
35215MRCNN124CA,REXAM BEVERAGE CAN CO RE: BIRMINGHAM AL FACILITY,124 CARSON RD,BIRMINGHAM,JEFFERSON,AL,35215,33.66007,-86.7182,CYCLOHEXANE
35772STVWDCOUNT,US TVA WIDOWS CREEK FOSSIL PLANT,2800 STEAM PLANT RD,STEVENSON,JACKSON,AL,35772,34.883314,-85.755278,NAPHTHALENE
35772STVWDCOUNT,US TVA WIDOWS CREEK FOSSIL PLANT,2800 STEAM PLANT RD,STEVENSON,JACKSON,AL,35772,34.883314,-85.755278,DIOXIN AND DIOXIN-LIKE COMPOUNDS
35772STVWDCOUNT,US TVA WIDOWS CREEK FOSSIL PLANT,2800 STEAM PLANT RD,STEVENSON,JACKSON,AL,35772,34.883314,-85.755278,MANGANESE COMPOUNDS
35772STVWDCOUNT,US TVA WIDOWS CREEK FOSSIL PLANT,2800 STEAM PLANT RD,STEVENSON,JACKSON,AL,35772,34.883314,-85.755278,AMMONIA
3502WCNSLD81LAB,CONSOLIDATED PIPE & SUPPLY CO INC,801 LABARGE DR,BESSEMER,JEFFERSON,AL,35022,33.35261,-86.9843,CHROMIUM
36426CNTNRHIGHW,GEORGIA-PACIFIC BREWTON LLC,32224 HWY 31 S,BREWTON,ESCAMBIA,AL,36426,31.077123,-87.111402,ACETALDEHYDE
36426CNTNRHIGHW,GEORGIA-PACIFIC BREWTON LLC,32224 HWY 31 S,BREWTON,ESCAMBIA,AL,36426,31.077123,-87.111402,POLYCYCLIC AROMATIC COMPOUNDS
36027CHRNP57MEL,EQUITY GROUP EUFAULA DIV LLC,57 MELVIN CLARK RD,BAKER HILL,BARBOUR,AL,360274938,31.79166,-85.34166,MIXTURE
36518RCKLNHIGHW,TOTAL PETROCHEMICALS & REFINING USA INC,16150 JORDAN ST,CHATOM,WASHINGTON,AL,36518,31.4559,-88.25811,ZINC COMPOUNDS
36426CNTNRHIGHW,GEORGIA-PACIFIC BREWTON LLC,32224 HWY 31 S,BREWTON,ESCAMBIA,AL,36426,31.077123,-87.111402,"BENZO(G,H,I)PERYLENE"
35055MCSHV24007,CASH ACME INC,2400 7TH AVE SW,CULLMAN,CULLMAN,AL,35055,34.13136,-86.85145,COPPER
35640CRRWR201TH,CERRO WIRE LLC,1099 THOMPSON RD SE,HARTSELLE,MORGAN,AL,35640,34.412915,-86.917376,COPPER
36202LBRSSGOLDE,LEE BRASS,1800 GOLDEN SPRINGS RD,ANNISTON,CALHOUN,AL,362071800,33.620879,-85.78618,ZINC (FUME OR DUST)
36202LBRSSGOLDE,LEE BRASS,1800 GOLDEN SPRINGS RD,ANNISTON,CALHOUN,AL,362071800,33.620879,-85.78618,LEAD
35044SPLPNALABA,RESOLUTE FP US INC COOSA PINES OPERATIONS,17589 PLANT RD,COOSA PINES,TALLADEGA,AL,350440555,33.347046,-86.34416,FORMIC ACID
35044SPLPNALABA,RESOLUTE FP US INC COOSA PINES OPERATIONS,17589 PLANT RD,COOSA PINES,TALLADEGA,AL,350440555,33.347046,-86.34416,LEAD COMPOUNDS
35044SPLPNALABA,RESOLUTE FP US INC COOSA PINES OPERATIONS,17589 PLANT RD,COOSA PINES,TALLADEGA,AL,350440555,33.347046,-86.34416,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)"""
36067NNCMP100JE,INTERNATIONAL PAPER,100 JENSEN RD,PRATTVILLE,AUTAUGA,AL,36067,32.418731,-86.471209,PHENOL
36067NNCMP100JE,INTERNATIONAL PAPER,100 JENSEN RD,PRATTVILLE,AUTAUGA,AL,36067,32.418731,-86.471209,CATECHOL
36067NNCMP100JE,INTERNATIONAL PAPER,100 JENSEN RD,PRATTVILLE,AUTAUGA,AL,36067,32.418731,-86.471209,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)"""
36067NNCMP100JE,INTERNATIONAL PAPER,100 JENSEN RD,PRATTVILLE,AUTAUGA,AL,36067,32.418731,-86.471209,ACETALDEHYDE
36105HYNDM7HYUN,HYUNDAI MOTOR MANUFACTURING ALABAMA LLC,700 HYUNDAI BLVD,MONTGOMERY,MONTGOMERY,AL,36105,32.277784,-86.320487,NAPHTHALENE
36105HYNDM7HYUN,HYUNDAI MOTOR MANUFACTURING ALABAMA LLC,700 HYUNDAI BLVD,MONTGOMERY,MONTGOMERY,AL,36105,32.277784,-86.320487,"1,2,4-TRIMETHYLBENZENE"
36108FLDMR253MI,FELDMEIER/ALABAMA EQUIPMENT INC,2053 MITCHELL YOUNG RD,MONTGOMERY,MONTGOMERY,AL,36108,,,NICKEL
36505PSCST12400,SSAB ALABAMA INC,12400 HWY 43 N,AXIS,MOBILE,AL,36505,30.943048,-88.012823,LEAD COMPOUNDS
36505PSCST12400,SSAB ALABAMA INC,12400 HWY 43 N,AXIS,MOBILE,AL,36505,30.943048,-88.012823,DIOXIN AND DIOXIN-LIKE COMPOUNDS
36330MRGNN200WE,MORGAN FUEL LLC,200 W LEE ST,ENTERPRISE,COFFEE,AL,36330,31.31445,-85.85614,METHANOL
35810TYTMT1CTTN,TOYOTA MOTOR MANUFACTURING ALABAMA INC,1 COTTONVALLEY DR,HUNTSVILLE,MADISON,AL,35810,34.82948,-86.64048,LEAD
3633WRDYMX9852C,READY MIX USA LLC - ENTERPRISE PLANT,9852 COUNTY RD 1,ENTERPRISE,COFFEE,AL,36330,31.323318,-85.757249,LEAD
36201FMCCR2101W,BAE SYSTEMS LAND & ARMAMENTS LP,2101 W 10TH ST,ANNISTON,CALHOUN,AL,36201,33.656859,-85.859528,LEAD COMPOUNDS
36201FMCCR2101W,BAE SYSTEMS LAND & ARMAMENTS LP,2101 W 10TH ST,ANNISTON,CALHOUN,AL,36201,33.656859,-85.859528,NICKEL
36201FMCCR2101W,BAE SYSTEMS LAND & ARMAMENTS LP,2101 W 10TH ST,ANNISTON,CALHOUN,AL,36201,33.656859,-85.859528,CHROMIUM
35660TVNTNTVAMU,US TVA MUSCLE SHOALS,ALABAMA HWY 133N,MUSCLE SHOALS,COLBERT,AL,35662,34.78749,-87.625,NICKEL
3626WKRNSP1KRNS,KRONOSPAN LLC,1 KRONOSPAN WAY,EASTABOGA,CALHOUN,AL,36260,33.6075,-85.985,METHANOL
3676WNTRNT76HIG,INTERNATIONAL PAPER PINE HILL MILL,7600 HWY 10 W,PINE HILL,WILCOX,AL,36769,31.969744,-87.480695,ACETALDEHYDE
3676WNTRNT76HIG,INTERNATIONAL PAPER PINE HILL MILL,7600 HWY 10 W,PINE HILL,WILCOX,AL,36769,31.969744,-87.480695,"BENZO(G,H,I)PERYLENE"
3676WNTRNT76HIG,INTERNATIONAL PAPER PINE HILL MILL,7600 HWY 10 W,PINE HILL,WILCOX,AL,36769,31.969744,-87.480695,VANADIUM COMPOUNDS
3676WNTRNT76HIG,INTERNATIONAL PAPER PINE HILL MILL,7600 HWY 10 W,PINE HILL,WILCOX,AL,36769,31.969744,-87.480695,POLYCYCLIC AROMATIC COMPOUNDS
3676WNTRNT76HIG,INTERNATIONAL PAPER PINE HILL MILL,7600 HWY 10 W,PINE HILL,WILCOX,AL,36769,31.969744,-87.480695,METHANOL
35740TNNSS101GA,TENNESSEE ALLOYS CO,101 GARNER RD,BRIDGEPORT,JACKSON,AL,35740,34.94458,-85.69987,LEAD COMPOUNDS
35207MRCNC2930N,AMERICAN CAST IRON PIPE CO,2930 N 16TH ST,BIRMINGHAM,JEFFERSON,AL,35207,33.54698,-86.83465,DIISOCYANATES
36426CNTNRHIGHW,GEORGIA-PACIFIC BREWTON LLC,32224 HWY 31 S,BREWTON,ESCAMBIA,AL,36426,31.077123,-87.111402,PHENOL
36518RCKLNHIGHW,TOTAL PETROCHEMICALS & REFINING USA INC,16150 JORDAN ST,CHATOM,WASHINGTON,AL,36518,31.4559,-88.25811,ACRYLIC ACID
36701HNRYB3409W,HENRY BRICK CO,3409 WATER AVE,SELMA,DALLAS,AL,36701,32.41244,-86.9943,HYDROGEN FLUORIDE
36916JMSRVROUTE,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,7530 HWY 114,PENNINGTON,CHOCTAW,AL,36916,32.22865,-88.023933,NITRATE COMPOUNDS
36916JMSRVROUTE,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,7530 HWY 114,PENNINGTON,CHOCTAW,AL,36916,32.22865,-88.023933,MANGANESE COMPOUNDS
36916JMSRVROUTE,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,7530 HWY 114,PENNINGTON,CHOCTAW,AL,36916,32.22865,-88.023933,CHLORINE
36505MTCHMHWY43,ARKEMA INC,13755 U.S. HWY 43 N,AXIS,MOBILE,AL,365050099,30.979167,-88.028833,AMMONIA
35950MLLRCWEAVE,MUELLER CO,956 INDUSTRIAL BLVD,ALBERTVILLE,MARSHALL,AL,35950,34.2297,-86.1857,TOLUENE
35234STHLN3525R,SOUTHLAND TUBE INC,3525 RICHARD ARRINGTON JR BLVD N,BIRMINGHAM,JEFFERSON,AL,35234,33.534532,-86.790904,MANGANESE
3575WSHRMN25PAL,SHERMAN INDUSTRIES - MADIISON PLANT,250 PALMER RD,MADISON,MADISON,AL,35758,34.69215,-86.76405,LEAD COMPOUNDS
36867PRTKN908SE,IIG MIN-WOOL LLC,908 JOHN BUSSEY DR,PHENIX CITY,RUSSELL,AL,36869,32.432921,-84.975789,PHENOL
3676WNTRNT76HIG,INTERNATIONAL PAPER PINE HILL MILL,7600 HWY 10 W,PINE HILL,WILCOX,AL,36769,31.969744,-87.480695,CATECHOL
3676WNTRNT76HIG,INTERNATIONAL PAPER PINE HILL MILL,7600 HWY 10 W,PINE HILL,WILCOX,AL,36769,31.969744,-87.480695,CERTAIN GLYCOL ETHERS
3676WNTRNT76HIG,INTERNATIONAL PAPER PINE HILL MILL,7600 HWY 10 W,PINE HILL,WILCOX,AL,36769,31.969744,-87.480695,ZINC COMPOUNDS
3676WNTRNT76HIG,INTERNATIONAL PAPER PINE HILL MILL,7600 HWY 10 W,PINE HILL,WILCOX,AL,36769,31.969744,-87.480695,MANGANESE COMPOUNDS
3676WNTRNT76HIG,INTERNATIONAL PAPER PINE HILL MILL,7600 HWY 10 W,PINE HILL,WILCOX,AL,36769,31.969744,-87.480695,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)"""
35601DKNMRSTATE,DAIKIN AMERICA INC,905 STATE DOCKS RD,DECATUR,MORGAN,AL,35601,34.63147,-87.03843,"1-CHLORO-1,1,2,2-TETRAFLUOROETHANE"
35601DKNMRSTATE,DAIKIN AMERICA INC,905 STATE DOCKS RD,DECATUR,MORGAN,AL,35601,34.63147,-87.03843,CHLORODIFLUOROMETHANE
35010WLLBR2212A,WELLBORN FOREST PRODUCTS INC,2212 AIRPORT BLVD,ALEXANDER CITY,TALLAPOOSA,AL,35010,32.9169,-85.9655,XYLENE (MIXED ISOMERS)
3676WNTRNT76HIG,INTERNATIONAL PAPER PINE HILL MILL,7600 HWY 10 W,PINE HILL,WILCOX,AL,36769,31.969744,-87.480695,FORMALDEHYDE
3676WNTRNT76HIG,INTERNATIONAL PAPER PINE HILL MILL,7600 HWY 10 W,PINE HILL,WILCOX,AL,36769,31.969744,-87.480695,PHENOL
35476HRDWR8915E,SSAB WEAR SOLUTIONS LLC,8915 ENERGY LN,NORTHPORT,TUSCALOOSA,AL,35476,33.234622,-87.64418,CHROMIUM
35125BNJMN109BA,BENJAMIN MOORE & CO PELL CITY,109 BAMBERG DR,PELL CITY,ST CLAIR,AL,351259142,33.592222,-86.240833,LEAD
35125BNJMN109BA,BENJAMIN MOORE & CO PELL CITY,109 BAMBERG DR,PELL CITY,ST CLAIR,AL,351259142,33.592222,-86.240833,BUTYL ACRYLATE
3676WNTRNT76HIG,INTERNATIONAL PAPER PINE HILL MILL,7600 HWY 10 W,PINE HILL,WILCOX,AL,36769,31.969744,-87.480695,HYDROGEN SULFIDE
3676WNTRNT76HIG,INTERNATIONAL PAPER PINE HILL MILL,7600 HWY 10 W,PINE HILL,WILCOX,AL,36769,31.969744,-87.480695,AMMONIA
36916JMSRVROUTE,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,7530 HWY 114,PENNINGTON,CHOCTAW,AL,36916,32.22865,-88.023933,LEAD COMPOUNDS
36201SDDSR7FRAN,US ARMY ANNISTON ARMY DEPOT,7 FRANKFORD AVE DRK (BUILDING 199),ANNISTON,CALHOUN,AL,362014199,33.65943,-85.96943,COPPER
36505MTCHMHWY43,ARKEMA INC,13755 U.S. HWY 43 N,AXIS,MOBILE,AL,365050099,30.979167,-88.028833,METHYL METHACRYLATE
35801RVXML2615M,ATI FOIL INC,"2615 MEMORIAL PKWY, SW",HUNTSVILLE,MADISON,AL,35801,34.71069,-86.59008,NITRIC ACID
35476HNNST1701B,HANNA STEEL CORP,1701 BOONE BLVD,NORTHPORT,TUSCALOOSA,AL,35476,33.22813,-87.6342,NICKEL
35207MRCNC2930N,AMERICAN CAST IRON PIPE CO,2930 N 16TH ST,BIRMINGHAM,JEFFERSON,AL,35207,33.54698,-86.83465,LEAD COMPOUNDS
35565HRDNM300NO,HM OPERATING INC PLANT 3 (DBA HARDEN MANUFACTURING),300 N INDUSTRIAL LOOP,HALEYVILLE,MARION,AL,35565,34.236113,-87.656825,LEAD COMPOUNDS
36345CLMBYRTE2B,RED STAR YEAST LLC,13211 US HWY 431 S,HEADLAND,HENRY,AL,36345,31.40119,-85.32326,NITRIC ACID
3502WSHRMN11PWD,SHERMAN INDUSTRIES - BESSEMER PLANT,1100 POWDER PLANT RD,BESSEMER,JEFFERSON,AL,35020,33.368022,-87.010289,LEAD COMPOUNDS
36610MBLNR77BAY,MOBILE ENERGY SERVICES LLC,50 BAY BRIDGE RD,MOBILE,MOBILE,AL,36610,30.738522,-88.048888,MERCURY COMPOUNDS
35660RYNLDEAST2,WISE ALLOYS LLC - ALLOYS PLANT,4805 SECOND ST,MUSCLE SHOALS,COLBERT,AL,35661,34.758144,-87.586971,PHENOL
35660RYNLDEAST2,WISE ALLOYS LLC - ALLOYS PLANT,4805 SECOND ST,MUSCLE SHOALS,COLBERT,AL,35661,34.758144,-87.586971,AMMONIA
35055RHNC 2424I,REHAU AUTOMOTIVE LLC,2424 INDUSTRIAL DR SW,CULLMAN,CULLMAN,AL,35055,34.12938,-86.84406,XYLENE (MIXED ISOMERS)
35404TSCLS1500H,NUCOR STEEL TUSCALOOSA INC,1700 HOLT RD NE,TUSCALOOSA,TUSCALOOSA,AL,35404,33.23375,-87.50693,CADMIUM COMPOUNDS
36426CNTNRHIGHW,GEORGIA-PACIFIC BREWTON LLC,32224 HWY 31 S,BREWTON,ESCAMBIA,AL,36426,31.077123,-87.111402,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)"""
36426CNTNRHIGHW,GEORGIA-PACIFIC BREWTON LLC,32224 HWY 31 S,BREWTON,ESCAMBIA,AL,36426,31.077123,-87.111402,VANADIUM COMPOUNDS
36426CNTNRHIGHW,GEORGIA-PACIFIC BREWTON LLC,32224 HWY 31 S,BREWTON,ESCAMBIA,AL,36426,31.077123,-87.111402,FORMIC ACID
36109KNPKN2780G,KINPAK INC,2780 GUNTER PARK DR,MONTGOMERY,MONTGOMERY,AL,36109,32.39899,-86.23067,ETHYLENE GLYCOL
36916JMSRVROUTE,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,7530 HWY 114,PENNINGTON,CHOCTAW,AL,36916,32.22865,-88.023933,PHENOL
36916JMSRVROUTE,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,7530 HWY 114,PENNINGTON,CHOCTAW,AL,36916,32.22865,-88.023933,CERTAIN GLYCOL ETHERS
36916JMSRVROUTE,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,7530 HWY 114,PENNINGTON,CHOCTAW,AL,36916,32.22865,-88.023933,FORMALDEHYDE
36916JMSRVROUTE,GEORGIA-PACIFIC CONSUMER PRODUCTS LP,7530 HWY 114,PENNINGTON,CHOCTAW,AL,36916,32.22865,-88.023933,ZINC COMPOUNDS
36527VRWDT11349,EVERWOOD TREATMENT CO,11349 HWY 31,SPANISH FORT,BALDWIN,AL,36527,30.676571,-87.831125,COPPER COMPOUNDS
36590DGSSCDEGUS,EVONIK CORP,4201 DEGUSSA RD,THEODORE,MOBILE,AL,36582,30.516944,-88.140278,CUMENE
36590DGSSCDEGUS,EVONIK CORP,4201 DEGUSSA RD,THEODORE,MOBILE,AL,36582,30.516944,-88.140278,NAPHTHALENE
36590DGSSCDEGUS,EVONIK CORP,4201 DEGUSSA RD,THEODORE,MOBILE,AL,36582,30.516944,-88.140278,ACRYLIC ACID
36590DGSSCDEGUS,EVONIK CORP,4201 DEGUSSA RD,THEODORE,MOBILE,AL,36582,30.516944,-88.140278,PHTHALIC ANHYDRIDE
36590DGSSCDEGUS,EVONIK CORP,4201 DEGUSSA RD,THEODORE,MOBILE,AL,36582,30.516944,-88.140278,HYDROQUINONE
36590DGSSCDEGUS,EVONIK CORP,4201 DEGUSSA RD,THEODORE,MOBILE,AL,36582,30.516944,-88.140278,CYANIDE COMPOUNDS
36590DGSSCDEGUS,EVONIK CORP,4201 DEGUSSA RD,THEODORE,MOBILE,AL,36582,30.516944,-88.140278,CHLOROMETHANE
36590DGSSCDEGUS,EVONIK CORP,4201 DEGUSSA RD,THEODORE,MOBILE,AL,36582,30.516944,-88.140278,CHLOROETHANE
36590DGSSCDEGUS,EVONIK CORP,4201 DEGUSSA RD,THEODORE,MOBILE,AL,36582,30.516944,-88.140278,ALLYL ALCOHOL
36590DGSSCDEGUS,EVONIK CORP,4201 DEGUSSA RD,THEODORE,MOBILE,AL,36582,30.516944,-88.140278,ACETONITRILE
36590DGSSCDEGUS,EVONIK CORP,4201 DEGUSSA RD,THEODORE,MOBILE,AL,36582,30.516944,-88.140278,2-METHOXYETHANOL
36201SDDSR7FRAN,US ARMY ANNISTON ARMY DEPOT,7 FRANKFORD AVE DRK (BUILDING 199),ANNISTON,CALHOUN,AL,362014199,33.65943,-85.96943,NITROGLYCERIN
36201SDDSR7FRAN,US ARMY ANNISTON ARMY DEPOT,7 FRANKFORD AVE DRK (BUILDING 199),ANNISTON,CALHOUN,AL,362014199,33.65943,-85.96943,ETHYLENE GLYCOL
36201SDDSR7FRAN,US ARMY ANNISTON ARMY DEPOT,7 FRANKFORD AVE DRK (BUILDING 199),ANNISTON,CALHOUN,AL,362014199,33.65943,-85.96943,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)
36867PRTKN908SE,IIG MIN-WOOL LLC,908 JOHN BUSSEY DR,PHENIX CITY,RUSSELL,AL,36869,32.432921,-84.975789,FORMALDEHYDE
36867PRTKN908SE,IIG MIN-WOOL LLC,908 JOHN BUSSEY DR,PHENIX CITY,RUSSELL,AL,36869,32.432921,-84.975789,AMMONIA
35217STRLLPOBOX,ASTRALLOY STEEL PRODUCTS INC,1550 RED HOLLOW RD,BIRMINGHAM,JEFFERSON,AL,35215,33.6526,-86.72499,CHROMIUM
35040BLCRC8039H,ARGOS CEMENT LLC - ROBERTA PLANT,8039 HWY 25 W,CALERA,SHELBY,AL,35040,33.1043,-86.7985,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)
36201STHRNHIGHW,SOUTHERN TOOL INC,508 HAMRIC DR W,OXFORD,CALHOUN,AL,36203,33.60333,-85.84889,COBALT COMPOUNDS
35580LBMPW460GO,GORGAS STEAM PLANT,460 GORGAS RD,PARRISH,WALKER,AL,35580,33.658202,-87.20553,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)"""
35580LBMPW460GO,GORGAS STEAM PLANT,460 GORGAS RD,PARRISH,WALKER,AL,35580,33.658202,-87.20553,NICKEL COMPOUNDS
35580LBMPW460GO,GORGAS STEAM PLANT,460 GORGAS RD,PARRISH,WALKER,AL,35580,33.658202,-87.20553,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)"""
35580LBMPW460GO,GORGAS STEAM PLANT,460 GORGAS RD,PARRISH,WALKER,AL,35580,33.658202,-87.20553,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)
36867WTCCRSTATE,CONTINENTAL CARBON CO PHENIX CITY,1500 E STATE DOCKS RD,PHENIX CITY,RUSSELL,AL,36869,32.43372,-84.97257,CARBON DISULFIDE
35044SPLPNALABA,RESOLUTE FP US INC COOSA PINES OPERATIONS,17589 PLANT RD,COOSA PINES,TALLADEGA,AL,350440555,33.347046,-86.34416,HYDROGEN SULFIDE
35044SPLPNALABA,RESOLUTE FP US INC COOSA PINES OPERATIONS,17589 PLANT RD,COOSA PINES,TALLADEGA,AL,350440555,33.347046,-86.34416,METHANOL
35044SPLPNALABA,RESOLUTE FP US INC COOSA PINES OPERATIONS,17589 PLANT RD,COOSA PINES,TALLADEGA,AL,350440555,33.347046,-86.34416,MERCURY COMPOUNDS
35811SFTYK2221H,SAFETY-KLEEN SYSTEMS (301902),2221 HWY 72 E,HUNTSVILLE,MADISON,AL,35811,34.762888,-86.482241,"BENZO(G,H,I)PERYLENE"
35811SFTYK2221H,SAFETY-KLEEN SYSTEMS (301902),2221 HWY 72 E,HUNTSVILLE,MADISON,AL,35811,34.762888,-86.482241,POLYCYCLIC AROMATIC COMPOUNDS
35811SFTYK2221H,SAFETY-KLEEN SYSTEMS (301902),2221 HWY 72 E,HUNTSVILLE,MADISON,AL,35811,34.762888,-86.482241,LEAD
35811SFTYK2221H,SAFETY-KLEEN SYSTEMS (301902),2221 HWY 72 E,HUNTSVILLE,MADISON,AL,35811,34.762888,-86.482241,ETHYLENE GLYCOL
36752GPLSTONEPL,SABIC INNOVATIVE PLASTICS US LLC,ONE PLASTICS DR,BURKVILLE,LOWNDES,AL,36752,32.336249,-86.530532,LEAD COMPOUNDS
36752GPLSTONEPL,SABIC INNOVATIVE PLASTICS US LLC,ONE PLASTICS DR,BURKVILLE,LOWNDES,AL,36752,32.336249,-86.530532,DICHLOROMETHANE
36512LBMPWUSHWY,BARRY STEAM PLANT,US HWY 43,BUCKS,MOBILE,AL,36512,31.004541,-88.025685,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)"""
36512LBMPWUSHWY,BARRY STEAM PLANT,US HWY 43,BUCKS,MOBILE,AL,36512,31.004541,-88.025685,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)
35601MCCHMFINLE,BP AMOCO CHEMICALS,1401 FINLEY ISLAND RD,DECATUR,MORGAN,AL,35601,34.639926,-87.058342,POLYCYCLIC AROMATIC COMPOUNDS
35601MCCHMFINLE,BP AMOCO CHEMICALS,1401 FINLEY ISLAND RD,DECATUR,MORGAN,AL,35601,34.639926,-87.058342,M-XYLENE
35601MCCHMFINLE,BP AMOCO CHEMICALS,1401 FINLEY ISLAND RD,DECATUR,MORGAN,AL,35601,34.639926,-87.058342,P-XYLENE
35601MCCHMFINLE,BP AMOCO CHEMICALS,1401 FINLEY ISLAND RD,DECATUR,MORGAN,AL,35601,34.639926,-87.058342,O-XYLENE
35601MCCHMFINLE,BP AMOCO CHEMICALS,1401 FINLEY ISLAND RD,DECATUR,MORGAN,AL,35601,34.639926,-87.058342,NITRATE COMPOUNDS
35186LBMPWHWY25,GASTON STEAM PLANT,HWY 25,WILSONVILLE,SHELBY,AL,35186,33.243803,-86.459093,NICKEL COMPOUNDS
35186LBMPWHWY25,GASTON STEAM PLANT,HWY 25,WILSONVILLE,SHELBY,AL,35186,33.243803,-86.459093,NAPHTHALENE
35186LBMPWHWY25,GASTON STEAM PLANT,HWY 25,WILSONVILLE,SHELBY,AL,35186,33.243803,-86.459093,COBALT COMPOUNDS
35125SHLBY108PK,CMC IMPACT METALS,108 PKWY E,PELL CITY,ST CLAIR,AL,35125,33.591236,-86.247685,NICKEL COMPOUNDS
36512LBMPWUSHWY,BARRY STEAM PLANT,US HWY 43,BUCKS,MOBILE,AL,36512,31.004541,-88.025685,DIOXIN AND DIOXIN-LIKE COMPOUNDS
36512LBMPWUSHWY,BARRY STEAM PLANT,US HWY 43,BUCKS,MOBILE,AL,36512,31.004541,-88.025685,HYDROGEN FLUORIDE
35130LBMPW4250P,MILLER STEAM PLANT,4250 PORTER RD,QUINTON,JEFFERSON,AL,35130,33.6331,-87.0597,COPPER COMPOUNDS
35130LBMPW4250P,MILLER STEAM PLANT,4250 PORTER RD,QUINTON,JEFFERSON,AL,35130,33.6331,-87.0597,MERCURY COMPOUNDS
35130LBMPW4250P,MILLER STEAM PLANT,4250 PORTER RD,QUINTON,JEFFERSON,AL,35130,33.6331,-87.0597,HYDROGEN FLUORIDE
36752GPLSTONEPL,SABIC INNOVATIVE PLASTICS US LLC,ONE PLASTICS DR,BURKVILLE,LOWNDES,AL,36752,32.336249,-86.530532,PHOSGENE
35462STHFRHWY43,SOUTHFRESH AQUACULTURE LLC,HWY 43 S,EUTAW,GREENE,AL,35462,32.816111,-87.88,NITRATE COMPOUNDS
36505MTCHMHWY43,ARKEMA INC,13755 U.S. HWY 43 N,AXIS,MOBILE,AL,365050099,30.979167,-88.028833,STYRENE
36512LBMPWUSHWY,BARRY STEAM PLANT,US HWY 43,BUCKS,MOBILE,AL,36512,31.004541,-88.025685,ZINC COMPOUNDS
36512LBMPWUSHWY,BARRY STEAM PLANT,US HWY 43,BUCKS,MOBILE,AL,36512,31.004541,-88.025685,MERCURY COMPOUNDS
